	title	year	certificate	runtime	genre	imdb_rating	votes	metascore	gross
2014	Гленгарри Глен Росс (Американцы)	1992	R	100	['Crime', 'Drama', 'Mystery']	7.7	110010	82	10725228
2015	Пункт назначения 4	2009	16+	82	['Horror', 'Thriller']	5.1	110002	30	66477700
2016	Крокодил Данди	1986	12+	97	['Action', 'Adventure', 'Comedy']	6.6	109984	62	174635000
2017	Сокровище Амазонки	2003	16+	104	['Action', 'Adventure', 'Comedy']	6.6	109947	59	47726342
2018	Diamonds Are Forever	1971	120 min	120	['Action', 'Adventure', 'Thriller']	6.5	109830	59	43819547
2019	Земляничная поляна	1957	91 min	91	['Drama', 'Romance']	8.1	109801	88	0
2020	Быстрее пули	2010	18+	98	['Action', 'Crime', 'Drama']	6.4	109725	44	23240020
2021	«Весёлые» каникулы	2012	16+	96	['Action', 'Drama', 'Thriller']	6.9	109694	60	0
2022	Детонатор	2004	PG-13	77	['Drama', 'Sci-Fi', 'Thriller']	6.8	109689	68	424760
2023	Мушкетёры	2011	12+	110	['Action', 'Adventure', 'Fantasy']	5.7	109686	35	20377913
2024	Знакомство со спартанцами	2008	PG-13	87	['Comedy', 'Fantasy']	2.8	109620	9	38233676
2025	Недетское кино	2001	18+	89	['Comedy']	5.7	109589	32	38252284
2026	Ночь страха	2011	16+	106	['Comedy', 'Horror']	6.4	109534	64	18298649
2027	Мужской стриптиз	1997	16+	91	['Comedy', 'Drama']	7.2	109376	75	45950122
2028	Беспечные времена в Риджмонт Хай	1982	90 min	90	['Comedy', 'Drama']	7.1	109349	61	27092880
2029	Tango & Cash	1989	104 min	104	['Action', 'Comedy', 'Crime']	6.4	109292	41	63408614
2030	Служители закона	1998	PG-13	131	['Action', 'Crime', 'Thriller']	6.5	109250	47	57167405
2031	Затура: Космическое приключение	2005	6+	101	['Action', 'Adventure', 'Comedy']	6.2	109220	67	29258869
2032	Шанхайские рыцари	2003	12+	114	['Action', 'Adventure', 'Comedy']	6.2	109185	58	60476872
2033	Подарок на Рождество	1996	0+	89	['Adventure', 'Comedy', 'Family']	5.7	109138	34	60573641
2034	Гора 2	2016	135 min	135	['Action', 'Drama', 'War']	8.2	109127	0	0
2035	Август Раш	2007	12+	114	['Drama', 'Music']	7.4	109096	38	31664162
2036	Переводчица	2005	PG-13	128	['Crime', 'Mystery', 'Thriller']	6.4	109070	62	72708161
2037	Octopussy	1983	12+	131	['Action', 'Adventure', 'Thriller']	6.5	109054	63	67900000
2038	Сфера	1998	PG-13	134	['Action', 'Mystery', 'Sci-Fi']	6.1	109035	35	37020277
2039	Больше чем друг	2010	14+	101	['Comedy', 'Drama', 'Romance']	6.1	108980	52	27758465
2040	The King of Comedy	1982	109 min	109	['Comedy', 'Crime', 'Drama']	7.8	108975	73	2500000
2041	The Man with the Golden Gun	1974	125 min	125	['Action', 'Adventure', 'Thriller']	6.7	108892	43	20972000
2042	Скафандр и бабочка	2007	PG-13	112	['Biography', 'Drama']	8.0	108835	92	5990075
2043	Астрал 3	2015	16+	97	['Horror', 'Mystery', 'Thriller']	6.1	108788	52	52218558
2044	Смертельное влечение	1988	16+	103	['Comedy', 'Crime']	7.2	108774	72	1108462
2045	Чужие на районе	2011	18+	88	['Action', 'Adventure', 'Comedy']	6.6	108768	75	1024175
2046	Ужин с придурками	2010	16+	114	['Comedy']	5.9	108742	56	73026337
2047	Коты-аристократы	1970	0+	78	['Animation', 'Adventure', 'Comedy']	7.1	108717	66	37675257
2048	Кладбище домашних животных	1989	18+	103	['Fantasy', 'Horror', 'Thriller']	6.5	108708	38	57469467
2049	Потрошители	2010	16+	111	['Action', 'Sci-Fi', 'Thriller']	6.3	108695	32	13794835
2050	В тылу врага	2001	12+	106	['Action', 'Drama', 'Thriller']	6.4	108690	49	59068786
2051	Чeловек-волк	2010	16+	103	['Drama', 'Fantasy', 'Horror']	5.8	108645	43	61979680
2052	Суперполицейские	2001	12+	100	['Comedy', 'Crime', 'Mystery']	7.0	108643	48	18488314
2053	Парадокс Кловерфилда	2018	PG-13	102	['Action', 'Adventure', 'Horror']	5.5	108637	37	0
2054	Никки, дьявол младший	2000	12+	90	['Comedy', 'Fantasy']	5.3	108608	38	39464775
2055	Муви 43	2013	18+	94	['Comedy']	4.3	108384	18	8828771
2056	Брахмастра, часть 1: Шива	2022	12+	167	['Action', 'Adventure', 'Fantasy']	5.5	108381	57	0
2057	Ослепленный желаниями	2000	16+	93	['Comedy', 'Fantasy']	6.1	108371	49	37879996
2058	Спасительный рассвет	2006	16+	120	['Adventure', 'Biography', 'War']	7.3	108366	77	5490423
2059	Потерянный рейс	2006	16+	111	['Action', 'Drama', 'History']	7.6	108293	90	31567134
2060	На линии огня	1993	16+	128	['Action', 'Crime', 'Drama']	7.2	108268	74	102314283
2061	Детские игры	1988	16+	87	['Horror', 'Thriller']	6.6	108254	58	33244684
2062	Новая рождественская сказка	1988	101 min	101	['Comedy', 'Drama', 'Fantasy']	6.9	108215	38	60328558
2063	Облачно... 2: Месть ГМО	2013	0+	95	['Animation', 'Adventure', 'Comedy']	6.3	108197	59	119793567
2064	Крутые виражи	1993	PG	98	['Adventure', 'Comedy', 'Family']	7.0	108193	60	68856263
2065	Кирпич	2005	16+	110	['Crime', 'Drama', 'Mystery']	7.2	108123	72	2060589
2066	Тачки 3	2017	6+	102	['Animation', 'Adventure', 'Comedy']	6.7	107917	59	152901115
2067	Ип Ман 2	2010	16+	108	['Action', 'Biography', 'Drama']	7.5	107888	67	205675
2068	Licence to Kill	1989	12+	133	['Action', 'Adventure', 'Thriller']	6.6	107878	58	34667015
2069	Мистер Бин	1997	12+	89	['Adventure', 'Comedy', 'Family']	6.5	107777	52	45319423
2070	Гремлины 2: Новенькая партия	1990	16+	106	['Comedy', 'Fantasy', 'Horror']	6.4	107763	69	41482207
2071	Четыре комнаты	1995	16+	98	['Comedy']	6.7	107754	0	4301331
2072	Ритуал	2017	94 min	94	['Horror', 'Mystery', 'Thriller']	6.3	107745	57	0
2073	Путешествие 2: Таинственный остров	2012	12+	94	['Action', 'Adventure', 'Comedy']	5.7	107691	41	103860290
2074	Легион	2010	18+	100	['Action', 'Fantasy', 'Horror']	5.2	107689	32	40168080
2075	Пока ты спал	1995	PG	103	['Comedy', 'Drama', 'Romance']	6.8	107637	67	81057016
2076	Секретные материалы: Борьба за будущее	1998	16+	121	['Drama', 'Mystery', 'Sci-Fi']	7.0	107632	60	83898313
2077	Анаконда	1997	16+	89	['Action', 'Adventure', 'Horror']	4.8	107606	37	65885767
2078	Как выйти замуж за 3 дня	2010	PG	100	['Comedy', 'Romance']	6.4	107560	33	25918920
2079	Голый пистолет 33 1/3: Последний выпад	1994	16+	83	['Comedy', 'Crime']	6.5	107508	63	51132598
2080	Выход Дракона	1973	R	102	['Action', 'Crime', 'Drama']	7.6	107489	83	25000000
2081	Запретное царство	2008	PG-13	104	['Action', 'Adventure', 'Fantasy']	6.5	107417	57	52075270
2082	Очень эпическое кино	2007	16+	86	['Adventure', 'Comedy', 'Fantasy']	2.4	107414	17	39739367
2083	Эпик	2013	6+	102	['Animation', 'Action', 'Adventure']	6.6	107361	52	107518682
2084	Врожденный порок	2014	18+	148	['Comedy', 'Crime', 'Drama']	6.6	107325	81	8110975
2085	День патриота	2016	R	133	['Action', 'Crime', 'Drama']	7.3	107238	69	31886361
2086	Посейдон	2006	12+	98	['Action', 'Adventure', 'Thriller']	5.7	107201	50	60674817
2087	Костяной томагавк	2015	18+	132	['Drama', 'Horror', 'Western']	7.1	107148	72	0
2088	Последний бойскаут	1991	14+	105	['Action', 'Comedy', 'Crime']	7.0	107129	52	59509925
2089	Игры дьявола	2007	18+	117	['Crime', 'Drama', 'Thriller']	7.3	107034	86	7083025
2090	The Last Emperor	1987	16+	163	['Biography', 'Drama', 'History']	7.7	107008	76	43984230
2091	Это случилось однажды ночью	1934	105 min	105	['Comedy', 'Romance']	8.1	106997	87	4360000
2092	Легенда о зелёном рыцаре	2021	18+	130	['Adventure', 'Drama', 'Fantasy']	6.6	106972	85	0
2093	Паранормальное явление 2	2010	R	91	['Horror', 'Mystery']	5.7	106800	53	84752907
2094	Печать зла	1958	PG-13	95	['Crime', 'Drama', 'Film-Noir']	8.0	106799	99	2237659
2095	Смерть Сталина	2017	(Banned)	107	['Comedy', 'Drama', 'History']	7.2	106788	88	8041828
2096	Ровно в полдень	1952	PG	85	['Drama', 'Thriller', 'Western']	8.0	106726	89	9450000
2097	Игры джентльменов	2004	16+	104	['Comedy', 'Crime', 'Thriller']	6.2	106710	56	39799191
2098	Там, где живут чудовища	2009	0+	101	['Adventure', 'Drama', 'Family']	6.7	106653	71	77233467
2099	Элитный отряд	2007	18+	115	['Action', 'Crime', 'Drama']	8.0	106581	33	8060
2100	Дом	2015	6+	94	['Animation', 'Adventure', 'Comedy']	6.5	106560	55	177397510
2101	Малена	2000	12+	108	['Drama', 'Romance', 'War']	7.4	106545	54	3448233
2102	Ромовый дневник	2011	16+	119	['Comedy', 'Drama']	6.1	106438	56	13100042
2103	Бахубали: Завершение	2017	16+	167	['Action', 'Drama']	8.2	106375	0	20186659
2104	Последний охотник на ведьм	2015	16+	106	['Action', 'Adventure', 'Fantasy']	5.9	106358	34	27367660
2105	Братья из Гримсби	2016	18+	83	['Action', 'Adventure', 'Comedy']	6.2	106353	44	6864016
2106	Три цвета: Красный	1994	R	99	['Drama', 'Mystery', 'Romance']	8.1	106129	100	4043686
2107	На пятьдесят оттенков темнее	2017	18+	118	['Drama', 'Romance', 'Thriller']	4.6	106102	33	114376885
2108	Делай как надо	1989	16+	120	['Comedy', 'Drama']	8.0	105931	93	27545445
2109	Опасный метод	2011	16+	99	['Biography', 'Drama', 'Romance']	6.4	105848	76	5702083
2110	The Warriors	1979	16+	93	['Action', 'Crime', 'Thriller']	7.6	105824	65	22490039
2111	Три цвета: Синий	1993	R	94	['Drama', 'Music', 'Mystery']	7.9	105822	86	1324974
2112	Святой Винсент	2014	16+	102	['Comedy', 'Drama']	7.2	105720	64	44134898
2113	Паранорман, или Как приручить зомби	2012	6+	92	['Animation', 'Adventure', 'Comedy']	7.0	105676	72	56003051
2114	Клетка	2000	16+	107	['Crime', 'Horror', 'Sci-Fi']	6.4	105419	40	61334059
2115	Ложное искушение	2006	R	167	['Drama', 'History', 'Thriller']	6.7	105411	61	59952835
2116	Бумажные города	2015	PG-13	109	['Adventure', 'Comedy', 'Drama']	6.2	105316	56	32000304
2117	Альфа Дог	2006	18+	122	['Biography', 'Crime', 'Drama']	6.9	105274	53	15229325
2118	Дэнни Цепной пес	2005	16+	103	['Action', 'Crime', 'Drama']	7.0	105227	58	24520892
2119	Этот неловкий момент	2014	16+	94	['Comedy', 'Romance']	6.1	105185	36	26049082
2120	Оптом дешевле	2003	12+	98	['Comedy', 'Family']	5.9	105171	46	138614544
2121	В гости к Робинсонам	2007	0+	95	['Animation', 'Adventure', 'Comedy']	6.8	105045	61	97822171
2122	С глаз - долой, из чарта - вон!	2007	12+	104	['Comedy', 'Music', 'Romance']	6.5	105018	59	50572589
2123	Судная ночь 3	2016	R	108	['Action', 'Horror', 'Sci-Fi']	6.0	104901	55	79213375
2124	Patton	1970	0+	172	['Biography', 'Drama', 'War']	7.9	104853	86	61700000
2125	Lolita	1962	16+	153	['Crime', 'Drama', 'Romance']	7.5	104697	79	9250000
2126	Влюбиться в невесту брата	2007	12+	98	['Comedy', 'Drama', 'Romance']	6.8	104683	65	47642963
2127	Сломанные цветы	2005	14+	106	['Comedy', 'Drama', 'Mystery']	7.2	104677	79	13744960
2128	Легенда Зорро	2005	16+	129	['Action', 'Adventure', 'Romance']	5.9	104634	47	46464023
2129	Всевидящее око	2022	R	128	['Crime', 'Horror', 'Mystery']	6.6	104590	56	0
2130	Уолл Стрит: Деньги не спят	2010	PG-13	133	['Drama']	6.2	104530	59	52474616
2131	Корабль-призрак	2002	18+	91	['Horror', 'Mystery', 'Thriller']	5.5	104518	28	30113491
2132	Возвращение	2006	14+	121	['Comedy', 'Drama']	7.6	104456	84	12899867
2133	Moonraker	1979	12+	126	['Action', 'Adventure', 'Sci-Fi']	6.2	104448	66	70308099
2134	Лузеры	2010	16+	97	['Action', 'Adventure', 'Comedy']	6.2	104433	44	23580735
2135	For Your Eyes Only	1981	12+	127	['Action', 'Adventure', 'Thriller']	6.7	104411	54	62300000
2136	Охотники за головами	2011	18+	100	['Action', 'Crime', 'Thriller']	7.5	104232	72	1196752
2137	Миссисипи в огне	1988	16+	128	['Crime', 'Drama', 'Mystery']	7.8	104088	65	34603943
2138	WarGames	1983	114 min	114	['Action', 'Drama', 'Sci-Fi']	7.1	104078	77	79568000
2139	Папа-досвидос	2012	16+	116	['Comedy']	5.5	104013	31	36931089
2140	Земное ядро	2003	12+	135	['Action', 'Adventure', 'Sci-Fi']	5.5	104007	48	31186896
2141	Успеть за 30 минут	2011	16+	83	['Action', 'Comedy', 'Crime']	6.1	103947	49	37053924
2142	Коломбиана	2011	16+	108	['Action', 'Drama', 'Thriller']	6.4	103923	45	36665854
2143	Выживут только любовники	2013	R	123	['Comedy', 'Drama', 'Fantasy']	7.2	103849	79	1879534
2144	Никогда не сдавайся	2008	PG-13	113	['Action', 'Drama', 'Sport']	6.5	103750	39	24850922
2145	Разрушение	2015	R	101	['Comedy', 'Drama']	7.0	103747	49	1978592
2146	Вакансия на жертву	2007	16+	85	['Horror', 'Thriller']	6.2	103741	54	19363565
2147	Лекарство от здоровья	2016	R	146	['Drama', 'Fantasy', 'Horror']	6.4	103683	47	8106986
2148	Укрытие	2011	18+	121	['Drama', 'Horror', 'Sci-Fi']	7.3	103553	85	1729969
2149	Стриптизёрши	2019	18+	110	['Comedy', 'Crime', 'Drama']	6.3	103551	79	104963598
2150	Кошмар на улице Вязов	2010	18+	95	['Crime', 'Drama', 'Horror']	5.2	103545	35	63075011
2151	Тебе конец!	2011	18+	95	['Horror', 'Thriller']	6.6	103525	66	18474268
2152	Жутко громко и запредельно близко	2011	16+	129	['Adventure', 'Drama', 'Mystery']	6.9	103503	46	31847881
2153	Теория заговора	1997	16+	135	['Action', 'Mystery', 'Thriller']	6.7	103495	49	75982834
2154	Дурная слава	1946	12+	102	['Drama', 'Film-Noir', 'Romance']	7.9	103491	100	10464000
2155	Прямая и явная угроза	1994	0+	141	['Action', 'Crime', 'Drama']	6.9	103347	74	122187717
2156	Экзистенция	1999	R	97	['Horror', 'Mystery', 'Sci-Fi']	6.8	103292	68	2840417
2157	Советник	2013	R	117	['Crime', 'Drama', 'Thriller']	5.4	103260	48	16973715
2158	Руби Спаркс	2012	16+	104	['Comedy', 'Drama', 'Fantasy']	7.2	103238	67	2540106
2159	Письма к Джульетте	2010	12+	105	['Adventure', 'Comedy', 'Drama']	6.5	103233	50	53032453
2160	Ценности семейки Аддамс	1993	PG-13	94	['Comedy', 'Fantasy']	6.8	103175	61	48919043
2161	Сестричка, действуй	1992	12+	100	['Comedy', 'Family', 'Music']	6.5	103107	51	139610000
2162	Турбо	2013	6+	96	['Animation', 'Adventure', 'Comedy']	6.4	103084	58	83028128
2163	Гость	2014	18+	100	['Thriller']	6.7	103049	76	322600
2164	Анна Каренина	2012	18+	129	['Drama', 'Romance']	6.6	103015	63	12816367
2165	Сотовый	2004	16+	94	['Action', 'Crime', 'Thriller']	6.5	102977	60	32003620
2166	Рэмбо: Последняя кровь	2019	18+	89	['Action', 'Crime', 'Thriller']	6.1	102965	26	44819352
2167	Че Гевара: Дневники мотоциклиста	2004	R	126	['Adventure', 'Biography', 'Drama']	7.7	102871	75	16781387
2168	Грейхаунд	2020	18+	91	['Action', 'Drama', 'History']	7.0	102854	64	0
2169	Изгнанные дьяволом	2005	18+	107	['Crime', 'Horror', 'Western']	6.7	102822	53	17044981
2170	Храбрые перцем	2011	16+	102	['Action', 'Adventure', 'Comedy']	5.5	102777	31	21596445
2171	Любовь	2012	16+	127	['Drama']	7.9	102753	95	6739492
2172	Падение ангела	2019	16+	121	['Action', 'Thriller']	6.4	102687	45	69030436
2173	Призрачная красота	2016	PG-13	97	['Drama', 'Romance']	6.7	102556	23	31016021
2174	Али	2001	16+	157	['Biography', 'Drama', 'Sport']	6.7	102500	65	58203105
2175	Оверлорд	2018	18+	110	['Action', 'Horror', 'Sci-Fi']	6.6	102476	60	21704844
2176	Солдатики	1998	12+	108	['Action', 'Adventure', 'Comedy']	6.2	102247	0	54682547
2177	Финансовый монстр	2016	R	98	['Crime', 'Drama', 'Mystery']	6.5	102167	55	41012075
2178	Гори, гори ясно	2019	18+	90	['Drama', 'Horror', 'Mystery']	6.1	102086	44	17300439
2179	Елизавета	1998	16+	124	['Biography', 'Drama', 'History']	7.4	102051	75	30082699
2180	Правила виноделов	1999	12+	126	['Drama', 'Romance']	7.4	102008	75	57545092
2181	The Living Daylights	1987	12+	130	['Action', 'Adventure', 'Thriller']	6.7	101895	59	51185897
2182	Филомена	2013	16+	98	['Biography', 'Comedy', 'Drama']	7.6	101848	77	37707719
2183	Разгадка	1985	94 min	94	['Comedy', 'Crime', 'Mystery']	7.2	101840	41	14643997
2184	Сломанная стрела	1996	R	108	['Action', 'Adventure', 'Thriller']	6.1	101816	61	70770147
2185	Пила 3D	2010	18+	90	['Horror', 'Mystery']	5.5	101794	24	45710178
2186	Меч в камне	1963	79 min	79	['Animation', 'Adventure', 'Comedy']	7.1	101718	61	22182353
2187	Девушка из воды	2006	14+	110	['Drama', 'Fantasy', 'Mystery']	5.5	101672	36	42285169
2188	Большая жратва	2005	16+	94	['Comedy']	6.7	101615	30	16124543
2189	Беги без оглядки	2006	18+	122	['Action', 'Crime', 'Drama']	7.3	101439	41	6855137
2190	Вне/себя	2015	PG-13	117	['Action', 'Mystery', 'Sci-Fi']	6.5	101421	34	12276810
