title,year,runtime,genre,imdb_rating,votes,certificate,metascore,gross
Скейтбордисты,2003,105,"['Adventure', 'Comedy', 'Sport']",5.9,12980,PG-13,30,5111630
Двуличный любовник,2017,107,"['Drama', 'Romance', 'Thriller']",6.2,12979,18+,70,167581
Ниндзя 2,2013,95,"['Action', 'Thriller']",6.1,12977,R,0,0
Отступление,2015,90,"['Drama', 'Fantasy', 'Horror']",5.9,12974,R,43,0
Не отпускай его,2015,127,"['Biography', 'Drama', 'Romance']",7.4,12973,NaN,0,0
Кровь: Последний вампир,2000,48,"['Animation', 'Action', 'Horror']",6.6,12969,16+,44,0
"Пиф-паф, ты - мертв",2002,93,"['Crime', 'Drama', 'Thriller']",7.8,12968,R,0,0
Two-Lane Blacktop,1971,102,['Drama'],7.2,12967,NaN,89,0
Ловкие руки,2003,101,"['Crime', 'Thriller']",6.3,12959,R,40,33225
Партнер,2007,155,"['Comedy', 'Drama', 'Romance']",5.8,12954,NaN,0,1062840
Слуга,1963,116,['Drama'],7.8,12951,NaN,94,35748
Шпана 2,2008,99,"['Crime', 'Drama']",6.6,12949,NaN,0,0
Снежные ангелы,2007,107,"['Crime', 'Drama', 'Romance']",6.8,12947,18+,67,402820
На страже смерти,2002,94,"['Drama', 'Horror', 'War']",5.9,12945,16+,0,0
Последняя любовь мистера Моргана,2013,111,"['Comedy', 'Drama', 'Romance']",6.7,12945,NaN,36,0
После жизни,1998,119,"['Drama', 'Fantasy']",7.6,12943,NaN,91,801985
Любовь - странная штука,2014,94,"['Drama', 'Romance']",6.7,12943,R,82,2252580
Миллионер,2015,158,"['Action', 'Drama']",7.5,12943,NaN,0,0
Вероника решает умереть,2009,103,"['Drama', 'Romance']",6.3,12940,R,0,0
Against All Odds,1984,128,"['Action', 'Adventure', 'Crime']",5.9,12939,NaN,42,25100000
Церемония,1995,111,"['Crime', 'Drama', 'Thriller']",7.5,12938,NaN,0,76882
Десятидюймовый герой,2007,102,"['Comedy', 'Drama', 'Romance']",7.3,12933,R,0,0
6 лет,2015,79,"['Drama', 'Romance']",5.6,12932,NaN,53,0
"Все, что у меня есть",2015,103,"['Biography', 'Drama', 'Romance']",6.6,12931,18+,50,532988
Charley Varrick,1973,111,"['Crime', 'Drama', 'Thriller']",7.5,12930,NaN,0,0
Фейерверки по средам,2006,102,"['Drama', 'Mystery', 'Romance']",7.6,12926,NaN,84,0
Плохой хороший полицейский,2006,117,"['Action', 'Comedy', 'Crime']",6.7,12925,R,0,0
Локдаун,2021,118,"['Comedy', 'Crime', 'Romance']",5.3,12923,16+,42,0
Холлэм Фоу,2007,95,"['Drama', 'Mystery', 'Romance']",6.9,12920,R,62,59255
2001 мaньяк,2005,87,"['Comedy', 'Horror']",5.3,12918,18+,0,0
Отбой,2000,94,"['Comedy', 'Drama']",4.8,12917,12+,33,36050230
Кэрри Пилби,2016,98,"['Comedy', 'Drama']",6.7,12916,NaN,52,19025
Фальсификатор,2014,95,"['Crime', 'Drama', 'Thriller']",5.8,12916,R,32,0
Из моего окна,2022,116,"['Comedy', 'Drama', 'Romance']",5.5,12911,NaN,0,0
Порочные связи,2005,84,"['Comedy', 'Drama', 'Romance']",6.9,12907,18+,62,369854
Тайная жизнь слов,2005,115,"['Drama', 'Romance']",7.4,12906,NaN,68,20023
Просто потрясающе,2016,91,"['Comedy', 'Crime']",5.4,12905,R,59,4750497
Путь ноги и кулака,2006,85,['Comedy'],6.2,12901,R,63,233637
Бумажные жизни,2021,96,['Drama'],6.6,12899,NaN,0,0
Шарлотта Грей,2001,121,"['Drama', 'Romance', 'Thriller']",6.4,12895,12+,48,668140
Одержимость Майкла Кинга,2014,83,['Horror'],5.7,12895,R,34,0
Невеста Бадринатха,2017,139,"['Comedy', 'Drama', 'Romance']",6.1,12895,NaN,0,1988441
100 футoв,2008,96,"['Horror', 'Mystery', 'Thriller']",5.4,12890,18+,0,0
Поэзия,2010,139,['Drama'],7.8,12889,16+,87,355044
Робинзон Крузо,1997,105,"['Adventure', 'Drama']",5.9,12886,PG-13,0,0
Мистер Судьба,1990,116,"['Comedy', 'Fantasy', 'Romance']",6.4,12884,NaN,34,15379253
Chupke Chupke,1975,146,"['Comedy', 'Drama', 'Romance']",8.3,12880,NaN,0,0
Karakomik Filmler: 2 Arada,2019,60,"['Comedy', 'Drama']",6.4,12880,NaN,0,0
Охотник с Уолл-стрит,2016,108,['Drama'],6.5,12879,R,21,0
За холмами,2012,152,['Drama'],7.5,12877,NaN,79,109248
Нация мечтателей,2010,98,"['Drama', 'Romance']",6.3,12873,R,57,0
Генри Пул уже здесь,2008,99,"['Comedy', 'Drama']",6.4,12869,PG,44,1836515
Паранормальные явления. Дом призраков,2022,87,"['Comedy', 'Horror']",6.5,12867,16+,67,0
Хватай и беги,2015,92,"['Comedy', 'Horror', 'Sci-Fi']",5.9,12865,R,0,0
SPL: Звезды судьбы,2005,93,"['Action', 'Crime', 'Thriller']",6.9,12864,16+,0,0
Под прикрытием,1992,107,"['Action', 'Crime', 'Thriller']",6.9,12863,R,67,16639799
Чтo тебя не убивает,2008,100,"['Crime', 'Drama', 'Thriller']",6.6,12861,R,71,0
Тарзан,2013,94,"['Animation', 'Action', 'Adventure']",4.8,12852,PG,0,0
Учитель английского,2013,93,"['Comedy', 'Drama']",5.7,12852,R,42,0
На живца,2000,119,"['Action', 'Comedy', 'Crime']",5.7,12851,R,39,15325127
Мечты сбываются!,2013,103,"['Biography', 'Comedy', 'Drama']",6.8,12840,PG-13,52,89722
Гончие любви,2016,108,"['Crime', 'Drama', 'Horror']",6.5,12838,NaN,73,0
White Hunter Black Heart,1990,112,"['Adventure', 'Drama']",6.5,12834,NaN,66,2319124
Орфей,1950,112,"['Drama', 'Fantasy', 'Romance']",7.9,12831,NaN,0,0
В плену у моды,2008,167,"['Drama', 'Romance']",6.9,12830,NaN,0,191442
Тайный игрок,2012,101,"['Drama', 'Thriller']",6.2,12829,R,71,99134
Bob le flambeur,1956,98,"['Crime', 'Drama', 'Thriller']",7.6,12827,NaN,80,15586
"Кавказская пленница, или Новые приключения Шурика",1967,82,"['Adventure', 'Comedy', 'Drama']",8.3,12826,6+,0,0
Седьмое чувство,2011,168,"['Action', 'Sci-Fi', 'Thriller']",6.5,12817,NaN,0,0
Кто убил тень?,2006,135,"['Comedy', 'Drama', 'History']",7.5,12815,NaN,0,0
Красный Барон,2008,106,"['Action', 'Adventure', 'Biography']",6.3,12814,PG-13,0,36569
Наследство,1998,96,"['Drama', 'Thriller']",5.4,12813,PG-13,18,13513622
Картик звонит Картику,2010,135,"['Drama', 'Mystery', 'Romance']",7.1,12807,NaN,0,262511
Синоби,2005,107,"['Action', 'Drama', 'Fantasy']",6.8,12802,R,0,0
The Best Little Whorehouse in Texas,1982,114,"['Comedy', 'Musical']",6.0,12798,NaN,40,69701637
Королева сердец,2019,127,['Drama'],7.1,12795,18+,67,0
Западня,2008,92,"['Comedy', 'Crime', 'Horror']",6.1,12791,NaN,0,0
Дорога на Вэлвилл,1994,118,"['Comedy', 'Drama']",5.9,12790,16+,0,6507514
Другая сестра,1999,129,"['Comedy', 'Drama', 'Romance']",6.4,12789,PG-13,28,27797271
Акт мести,2018,86,"['Action', 'Crime', 'Thriller']",5.3,12788,16+,28,0
Почетный гражданин,2016,118,"['Comedy', 'Drama']",7.5,12788,NaN,0,0
Исчезновение Элеанор Ригби: Они,2014,123,"['Drama', 'Romance']",6.3,12786,R,57,585640
Nightmare Alley,1947,110,"['Drama', 'Film-Noir']",7.7,12784,NaN,75,0
Верю в любовь,2020,116,"['Biography', 'Drama', 'Music']",6.5,12775,PG,41,0
Плюс один,2019,98,"['Comedy', 'Drama', 'Romance']",6.6,12774,NaN,65,0
По ту сторону надежды,2017,100,"['Comedy', 'Drama']",7.2,12771,NaN,84,183943
Motel Hell,1980,101,"['Comedy', 'Horror', 'Thriller']",6.0,12768,NaN,64,6342668
Кровавая месть,2014,108,"['Action', 'Crime', 'Thriller']",5.7,12760,R,40,0
Частная жизнь Шерлока Холмса,1970,125,"['Adventure', 'Comedy', 'Crime']",7.0,12759,14+,0,3300000
Popiól i diament,1958,103,"['Drama', 'Romance', 'War']",7.8,12759,NaN,0,0
Каннибал! Мюзикл,1993,95,"['Comedy', 'Horror', 'Musical']",7.0,12753,R,0,0
Забыть Париж,1995,101,"['Comedy', 'Romance']",6.5,12752,PG-13,0,33194500
Морские паразиты,2019,95,"['Drama', 'Horror', 'Mystery']",5.7,12742,NaN,60,0
Джонни предатель,2007,135,"['Crime', 'Drama', 'Mystery']",7.9,12742,NaN,0,0
Командир,1991,157,"['Action', 'Crime', 'Drama']",8.5,12741,NaN,0,0
The Hot Spot,1990,130,"['Crime', 'Drama', 'Romance']",6.4,12740,NaN,56,1293976
Пришельцы 2: Коридоры времени,1998,118,"['Comedy', 'Fantasy']",6.1,12740,12+,0,146072
Дьявольский кузнец,2017,98,"['Adventure', 'Fantasy', 'Horror']",6.4,12733,NaN,0,0
Places in the Heart,1984,111,['Drama'],7.4,12730,NaN,70,34901614
Мисс Красотка,2012,113,"['Crime', 'Drama', 'Romance']",7.6,12730,NaN,52,0
Театр,2004,104,"['Comedy', 'Drama', 'Romance']",7.0,12729,R,65,7739049
Крылья голубки,1997,102,"['Drama', 'Romance']",7.1,12728,R,73,13718385
Проси меня о чём угодно,2014,100,['Drama'],6.0,12717,NaN,0,0
Воспоминания неудачника,2008,109,['Drama'],6.8,12717,R,0,1664
Jeux interdits,1952,86,"['Comedy', 'Drama', 'War']",8.0,12703,NaN,0,10188
Ямакаси: Свобода в движении,2001,90,"['Action', 'Drama', 'Crime']",6.1,12701,12+,0,0
Париж,2008,130,"['Comedy', 'Drama', 'Romance']",6.8,12700,R,68,1005168
Maine Pyar Kiya,1989,192,"['Drama', 'Musical', 'Romance']",7.3,12700,NaN,0,0
Sarmasik,2015,104,"['Drama', 'Fantasy', 'Thriller']",7.9,12695,NaN,0,0
Узники страны призраков,2021,103,"['Fantasy', 'Horror', 'Thriller']",4.2,12694,18+,53,0
Интим,2001,119,"['Drama', 'Romance']",6.1,12692,18+,69,103440
Водяные лилии,2007,85,"['Drama', 'Romance']",6.7,12689,NaN,67,77310
Спасая лицо,2004,91,"['Comedy', 'Drama', 'Romance']",7.4,12689,R,65,1186323
Перевёртыши,2004,100,"['Comedy', 'Drama']",6.7,12689,16+,53,553368
The Swimmer,1968,95,['Drama'],7.6,12683,M/PG,0,0
Люсия,2013,135,"['Drama', 'Sci-Fi', 'Thriller']",8.3,12683,NaN,0,0
Ив Сен-Лоран,2014,106,"['Biography', 'Drama']",6.2,12679,R,51,716679
Yoidore tenshi,1948,98,"['Crime', 'Drama', 'Romance']",7.6,12679,NaN,0,0
Written on the Wind,1956,99,['Drama'],7.4,12676,NaN,86,0
Burnt Offerings,1976,116,"['Horror', 'Mystery', 'Thriller']",6.4,12676,NaN,48,0
Вне закона,2007,103,"['Action', 'Crime', 'Drama']",5.7,12673,R,45,0
Страх,2009,98,"['Drama', 'Horror', 'Thriller']",5.6,12672,R,0,0
The Raven,1963,86,"['Comedy', 'Fantasy', 'Horror']",6.5,12667,NaN,0,0
Мизантроп,2023,119,"['Action', 'Crime', 'Drama']",6.5,12664,18+,43,0
Один неверный ход,1992,105,"['Crime', 'Drama', 'Thriller']",7.1,12657,R,87,1543112
Fear and Desire,1953,62,"['Drama', 'Thriller', 'War']",5.3,12655,NaN,0,0
Аксель,2018,100,"['Action', 'Adventure', 'Drama']",5.3,12653,6+,29,6501381
Идеальное преступление,2004,105,"['Comedy', 'Crime', 'Thriller']",7.1,12653,NaN,68,0
Свайпни,2018,93,"['Comedy', 'Romance']",2.8,12650,NaN,0,0
Ассистент звезды,2020,113,"['Drama', 'Music', 'Romance']",6.4,12647,PG-13,58,0
Елена в ящике,1993,107,"['Drama', 'Mystery', 'Romance']",4.7,12645,18+,26,1796389
Зубастики 3,1991,86,"['Comedy', 'Horror', 'Sci-Fi']",4.4,12645,NaN,0,0
Мудрость,2017,149,"['Action', 'Thriller']",5.2,12644,NaN,0,0
Время,2006,97,"['Drama', 'Mystery', 'Romance']",7.1,12643,16+,73,14742
Жилец,1927,92,"['Crime', 'Drama', 'Mystery']",7.3,12641,NaN,0,0
Перелётные птицы,2018,125,"['Crime', 'Drama']",7.5,12639,NaN,85,505476
Bizim Için Sampiyon,2018,130,"['Biography', 'Drama', 'Romance']",8.2,12636,NaN,0,0
Джеронимо: Американская легенда,1993,115,"['Drama', 'History', 'Western']",6.5,12631,PG-13,58,18635620
Совершенно чокнутый,1994,97,"['Comedy', 'Drama']",5.4,12627,PG-13,14,6798240
Three O'Clock High,1987,97,['Comedy'],7.1,12626,NaN,36,3685862
Class of 1984,1982,98,"['Action', 'Crime', 'Drama']",6.5,12625,NaN,49,0
Космический пират Харлок,2013,115,"['Animation', 'Adventure', 'Sci-Fi']",6.4,12622,NaN,0,0
Going My Way,1944,126,"['Comedy', 'Drama', 'Music']",7.0,12619,NaN,90,16300000
Скрежет,2022,91,"['Drama', 'Fantasy', 'Horror']",6.2,12616,16+,75,0
Рождественское наследие,2017,104,"['Comedy', 'Drama', 'Romance']",5.7,12615,NaN,0,0
Rooster Cogburn,1975,108,"['Adventure', 'Drama', 'Western']",6.8,12614,NaN,0,8022000
Вижу лишь тебя,2016,109,['Drama'],5.4,12607,18+,43,217644
Lilies of the Field,1963,94,['Drama'],7.5,12606,NaN,61,0
Кровавый ручей,2009,90,['Horror'],5.3,12605,R,0,0
Turnabout,2016,90,"['Drama', 'Mystery', 'Thriller']",5.8,12602,NaN,0,0
Колледж,2008,94,['Comedy'],4.5,12601,R,15,4693919
42nd Street,1933,89,"['Comedy', 'Drama', 'Music']",7.3,12599,NaN,83,2300000
Монтевидео: Божественное видение,2010,140,"['Adventure', 'Comedy', 'Drama']",8.2,12598,NaN,0,0
Убийства по открыткам,2020,104,"['Crime', 'Drama', 'Mystery']",5.7,12597,NaN,29,0
Карманные деньги,1994,110,"['Comedy', 'Romance']",5.6,12593,PG-13,0,18137661
Shock Corridor,1963,101,"['Drama', 'Mystery']",7.3,12593,NaN,0,0
The Chase,1966,134,"['Crime', 'Drama', 'Thriller']",7.1,12591,NaN,0,5000000
Любовь и сигареты,2005,105,"['Comedy', 'Musical', 'Romance']",6.2,12574,18+,55,540085
Как влюбленный,2012,109,['Drama'],7.0,12569,NaN,76,221390
Дикая орхидея,1989,105,"['Drama', 'Romance']",4.5,12565,18+,19,11060485
Биллу,2009,137,"['Comedy', 'Drama']",6.3,12560,NaN,0,753515
Мэдея в тюрьме,2009,103,"['Comedy', 'Crime', 'Drama']",4.5,12559,PG-13,50,90485233
Возвращение реаниматора,2003,96,"['Comedy', 'Horror', 'Sci-Fi']",5.8,12555,18+,0,0
Necessary Roughness,1991,108,"['Comedy', 'Sport']",6.2,12554,NaN,45,26255594
На месте принцессы: Новая жизнь,2020,96,"['Comedy', 'Drama', 'Family']",5.4,12551,NaN,0,0
Великан-эгоист,2013,91,['Drama'],7.3,12549,NaN,83,10531
DeepStar Six,1989,99,"['Action', 'Horror', 'Sci-Fi']",5.3,12548,NaN,34,8143225
Orca,1977,92,"['Adventure', 'Drama', 'Horror']",5.7,12545,NaN,27,14717854
Фантастическая любовь и где ее найти,2016,92,"['Comedy', 'Drama', 'Romance']",6.9,12544,PG,51,36877
Lager' vechnykh snov 2: Neschastnyye otdykhayushchiye,1988,80,"['Comedy', 'Horror']",5.5,12539,NaN,0,0
Парад,2011,115,"['Comedy', 'Drama', 'History']",7.3,12539,NaN,0,0
Воздушный шар,2018,125,"['Drama', 'History', 'Thriller']",7.5,12538,NaN,53,6033
Юнайтед. Мюнхенская трагедия,2011,94,"['Drama', 'History', 'Sport']",7.3,12537,PG-13,0,0
Без ансамбля,2009,83,"['Action', 'Comedy', 'Music']",3.5,12536,PG-13,40,25615792
Мать и дитя,2009,125,"['Drama', 'Romance']",7.2,12536,18+,64,1110286
Прятки,2019,126,"['Comedy', 'Romance']",6.3,12533,NaN,0,1042905
Заговор,2012,84,"['Horror', 'Thriller']",6.3,12531,NaN,0,0
Маленькие лисички,1941,116,"['Drama', 'Romance']",7.9,12528,NaN,0,0
Баки Ларсон: Рожденный быть звездой,2011,97,['Comedy'],3.3,12524,R,9,2331318
Don,1978,175,"['Action', 'Crime', 'Thriller']",7.7,12522,NaN,0,0
Толстяк Альберт,2004,93,"['Comedy', 'Family', 'Fantasy']",4.3,12518,12+,39,48116322
Шестой элемент,2000,99,"['Comedy', 'Sci-Fi']",3.4,12518,12+,0,0
Project X,1987,108,"['Comedy', 'Drama', 'Sci-Fi']",6.2,12515,NaN,61,18532286
Игра на выживание,1994,96,"['Action', 'Adventure', 'Crime']",6.2,12514,R,41,7727256
Жизнь Пипли,2010,95,"['Comedy', 'Drama']",7.4,12512,NaN,69,754836
Mishima: A Life in Four Chapters,1985,120,"['Biography', 'Drama']",7.9,12505,NaN,81,437547
Любовь на кончиках пальцев,2012,111,"['Comedy', 'Romance', 'Sport']",6.8,12504,R,58,175256
Москва на Гудзоне,1984,115,"['Comedy', 'Drama', 'Romance']",6.5,12503,NaN,67,25100000
Черный 47-й,2018,100,"['Action', 'Drama', 'History']",6.8,12491,R,65,50026
Битва за Мён Рян,2014,128,"['Action', 'Drama', 'History']",7.1,12489,NaN,0,2589811
Стрела. Абсолютное оружие,2011,122,"['Action', 'Adventure']",7.1,12488,R,0,251200
Brainstorm,1983,106,"['Sci-Fi', 'Thriller']",6.4,12483,NaN,57,8900000
Girls Just Want to Have Fun,1985,90,"['Comedy', 'Music', 'Romance']",5.9,12479,NaN,56,6326051
11-11-11,2011,90,"['Horror', 'Mystery', 'Thriller']",3.9,12478,PG-13,26,0
D.O.A.,1949,83,"['Crime', 'Drama', 'Film-Noir']",7.2,12474,Approved,0,0
Sans toit ni loi,1985,105,['Drama'],7.7,12470,NaN,0,0
Оттепель,2009,94,"['Horror', 'Sci-Fi']",5.2,12469,R,0,0
Сезон охоты 3,2010,75,"['Animation', 'Adventure', 'Comedy']",5.0,12468,12+,0,0
Рок на Востоке,2015,106,"['Comedy', 'Music', 'War']",5.5,12466,R,29,2982281
Коммуналка,2000,110,"['Comedy', 'Crime', 'Horror']",7.2,12464,R,0,0
Беглецы,2001,170,"['Action', 'Drama', 'Romance']",7.3,12462,NaN,0,0
Monkey Shines,1988,113,"['Drama', 'Horror', 'Sci-Fi']",6.2,12462,R,71,5344577
One-Eyed Jacks,1961,141,"['Drama', 'Western']",7.1,12461,NaN,0,9374000
Двенадцать,2010,93,"['Action', 'Drama', 'Thriller']",5.6,12456,R,22,181591
Абсолютное зло,2012,89,"['Crime', 'Drama', 'Mystery']",5.3,12450,R,0,181
Сибирский цирюльник,1998,180,"['Comedy', 'Drama', 'History']",7.7,12447,16+,0,0
The Palm Beach Story,1942,88,"['Comedy', 'Romance']",7.5,12445,NaN,0,438200
Alice in den Städten,1974,113,['Drama'],7.9,12438,NaN,78,0
Gunga Din,1939,117,"['Adventure', 'Comedy', 'War']",7.2,12436,NaN,0,0
"Sono otoko, kyôbô ni tsuki",1989,103,"['Action', 'Crime', 'Drama']",7.1,12436,18+,0,1960
Ржавый ручей,2018,108,"['Crime', 'Drama', 'Thriller']",5.9,12434,R,59,0
Ракета Рашми,2021,129,"['Drama', 'Sport']",7.0,12430,NaN,0,0
Жизнь в большом городе,2007,132,"['Comedy', 'Drama', 'Romance']",7.4,12427,NaN,0,150212
Следствие по делу гражданина вне всяких подозрений,1970,115,"['Crime', 'Drama']",8.0,12425,16+,89,265470
Porky's II: The Next Day,1983,98,['Comedy'],5.0,12421,18+,38,33759266
Billy Bathgate,1991,106,"['Crime', 'Drama', 'Thriller']",5.9,12419,0+,0,15965919
Истинные ценности,1998,127,['Drama'],6.9,12419,R,63,23245840
The Night of the Iguana,1964,125,['Drama'],7.6,12418,NaN,0,9428391
Brain Damage,1988,84,"['Comedy', 'Drama', 'Horror']",6.5,12417,NaN,61,0
"Run Silent, Run Deep",1958,93,"['Action', 'Drama', 'War']",7.3,12416,NaN,62,0
Театр ужасов якудза: Годзу,2003,130,"['Crime', 'Drama', 'Horror']",6.9,12416,R,58,54419
Машины революции,2008,115,['Drama'],8.0,12415,NaN,0,0
Альпы,2011,93,['Drama'],6.4,12412,NaN,69,5981
Терпеливый,2016,92,"['Crime', 'Drama', 'Thriller']",6.7,12410,NaN,0,0
Мачука,2004,116,"['Biography', 'Drama', 'History']",7.7,12407,NaN,76,0
